boleto,numero,concertacion,contraparte,id_cuenta,tipoOperacion,instrumento,bruto,moneda,segmento,denominacion
BOL 2024018174,2024018174,2024-03-20,PARAKEET - ALYC,689,SENEBI Contado - Venta,[57230] TLCHO,387700000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024025821,2024025821,2024-04-17,PARAKEET - ALYC,689,SENEBI Contado - Venta,[56638] VSCHO,225900000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024068368,2024068368,2024-08-09,PARAKEET - ALYC,689,SENEBI Contado - Venta,[5925] TX26,552640000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024074257,2024074257,2024-08-23,PARAKEET - ALYC,689,SENEBI Contado - Compra,[9288] S18J5 - LT REP ARGENTINA CAP V18/06/25 $ CG,1021500000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024077319,2024077319,2024-09-03,PARAKEET - ALYC,689,SENEBI Contado - Compra,[57645] GN44O,494935000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024078482,2024078482,2024-09-06,PARAKEET - ALYC,689,SENEBI Contado - Venta,[57937] TLCNO,474685000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024080045,2024080045,2024-09-12,PARAKEET - ALYC,689,SENEBI Contado - Venta,[57433] YMCTO,117513550.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2025129120,2025129120,2025-08-29,PARAKEET - ALYC,689,SENEBI Contado - Venta,[56982] OLC1O,468371431.66,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2023035587,2023035587,2023-10-12,PUENTE,099,SENEBI Contado - Venta,[57200] MSSEO,64028800.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023037207,2023037207,2023-10-27,PUENTE,099,SENEBI Contado - Venta,[05493] TX24,251037500.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023037224,2023037224,2023-10-27,PUENTE,099,SENEBI Contado - Compra,[9186] TDA24 - BONO DE LA NACION ARGENTINA EN MONEDA DUAL VENCIMIENTO 30 DE ABRIL DE 2024,339450400.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023037614,2023037614,2023-11-01,PUENTE,099,SENEBI Contado - Venta,[91870] YCA6O,51600000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023038520,2023038520,2023-11-08,PUENTE,099,SENEBI Contado - Compra,"[5405] T2X4 - T2X4-BONO DEL TESORO NACIONAL EN PESOS AJUSTADO POR CER 1,55% VENCIMIENTO 26 DE JULIO DE 2024",539750000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023041329,2023041329,2023-11-24,PUENTE,099,SENEBI Contado - Compra,[9156] TDF24,340600000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023041467,2023041467,2023-11-27,PUENTE,099,SENEBI Contado - Venta,[9230] TDJ24,19370750.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023041474,2023041474,2023-11-27,PUENTE,099,SENEBI Contado - Venta,[5925] TX26,19950000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023041804,2023041804,2023-11-28,PUENTE,099,SENEBI Contado - Venta,[05493] TX24,99999994.23,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023043491,2023043491,2023-12-04,PUENTE,099,SENEBI Contado - Venta,[9179] T4X4 - T4X4 - BONO DEL TESORO NACIONAL EN PESOS AJUSTADO POR CER 4% VENCIMIENTO 14 DE OCTUBRE DE 2024,227600000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023043495,2023043495,2023-12-04,PUENTE,099,SENEBI Contado - Venta,[05493] TX24,351400000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023044277,2023044277,2023-12-06,PUENTE,099,SENEBI Contado - Compra,"[9178] T3X4 - T3X4 - BONO DEL TESORO NACIONAL EN PESOS AJUSTADO POR CER 3,75% VENCIMIENTO 14 DE ABRIL DE 2024",121500000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023045429,2023045429,2023-12-12,PUENTE,099,SENEBI Contado - Compra,"[5405] T2X4 - T2X4-BONO DEL TESORO NACIONAL EN PESOS AJUSTADO POR CER 1,55% VENCIMIENTO 26 DE JULIO DE 2024",407000000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024005812,2024005812,2024-01-30,PUENTE,099,SENEBI Contado - Venta,[57124] LOC2O,307292500.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024018176,2024018176,2024-03-20,PUENTE,099,SENEBI Contado - Compra,[9234] BPOA7,755200000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024023037,2024023037,2024-04-09,PUENTE,099,SENEBI Contado - Venta,[9230] TDJ24,499000000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024025840,2024025840,2024-04-17,PUENTE,099,SENEBI Contado - Compra,[82445] MGC9O,54145000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024035652,2024035652,2024-05-13,PUENTE,099,SENEBI Contado - Venta,[56887] VSCJO,746250000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024038510,2024038510,2024-05-20,PUENTE,099,SENEBI Contado - Venta,[5925] TX26,611100000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024065858,2024065858,2024-08-02,PUENTE,099,SENEBI Contado - Compra,[81092] GD41,1784357343.68,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024068262,2024068262,2024-08-09,PUENTE,099,SENEBI Contado - Venta,[81092] GD41,750000.3,USD,SENEBI,PUENTE HNOS S.A
BOL 2024069674,2024069674,2024-08-13,PUENTE,099,SENEBI Contado - Venta,[57459] GA01A,1999999.64,USD,SENEBI,PUENTE HNOS S.A
BOL 2024078083,2024078083,2024-09-05,PUENTE,099,SENEBI Contado - Venta,[57459] GA01A,1999999.78,USD,SENEBI,PUENTE HNOS S.A
BOL 2024078992,2024078992,2024-09-09,PUENTE,099,SENEBI Contado - Compra,[9180] T2X5,1109500000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024079465,2024079465,2024-09-11,PUENTE,099,SENEBI Contado - Compra,[81092] GD41,1245819537.66,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024079989,2024079989,2024-09-11,PUENTE,099,SENEBI Contado - Venta,[9247] BPY26,2644900000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024079988,2024079988,2024-09-12,PUENTE,099,SENEBI Contado - Compra,[9247] BPY26,1058000000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024080415,2024080415,2024-09-12,PUENTE,099,SENEBI Contado - Venta,[9247] BPY26,1059037700.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024080414,2024080414,2024-09-13,PUENTE,099,SENEBI Contado - Compra,[9247] BPY26,1063000000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024080471,2024080471,2024-09-13,PUENTE,099,SENEBI Contado - Venta,[9247] BPY26,1066101600.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024090115,2024090115,2024-10-10,PUENTE,099,SENEBI Contado - Compra,[57459] GA01A,1068299780.41,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024091832,2024091832,2024-10-16,PUENTE,099,SENEBI Contado - Compra,[9247] BPY26,792750000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024097798,2024097798,2024-10-30,PUENTE,099,SENEBI Contado - Compra,[81092] GD41,813493373.47,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024105699,2024105699,2024-11-19,PUENTE,099,SENEBI Contado - Compra,[81092] GD41,1794836837.68,ARS,SENEBI,PUENTE HNOS S.A
BOL 2025016389,2025016389,2025-02-11,PUENTE,099,SENEBI Contado - Compra,[9247] BPY26,1596000000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2025170482,2025170482,2025-10-29,PUENTE,099,SENEBI Contado - Venta,[9248] TZXD5,579750000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2025190997,2025190997,2025-11-28,PUENTE,099,SENEBI Contado - Compra,[9314] T13F6,28753180000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2026023511,2026023511,2026-02-13,PUENTE,099,SENEBI Contado - Venta,[84446] BACGO - O N BANCO MACRO S A 8% VTO.23/06/2029,728375000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023030239,2023030239,2023-09-05,BANCO DE VALORES S.A,020,SENEBI Contado - Venta,[9186] TDA24 - BONO DE LA NACION ARGENTINA EN MONEDA DUAL VENCIMIENTO 30 DE ABRIL DE 2024,1045200000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023033535,2023033535,2023-09-28,BANCO DE VALORES S.A,020,SENEBI Contado - Venta,[9186] TDA24 - BONO DE LA NACION ARGENTINA EN MONEDA DUAL VENCIMIENTO 30 DE ABRIL DE 2024,60390800.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023036208,2023036208,2023-10-20,BANCO DE VALORES S.A,020,SENEBI Contado - Venta,[9156] TDF24,226000000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023036764,2023036764,2023-10-25,BANCO DE VALORES S.A,020,SENEBI Contado - Compra,[9186] TDA24 - BONO DE LA NACION ARGENTINA EN MONEDA DUAL VENCIMIENTO 30 DE ABRIL DE 2024,424000000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023037726,2023037726,2023-11-02,BANCO DE VALORES S.A,020,SENEBI Contado - Venta,[9120] TV24,215750000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023037761,2023037761,2023-11-02,BANCO DE VALORES S.A,020,SENEBI Contado - Compra,[9186] TDA24 - BONO DE LA NACION ARGENTINA EN MONEDA DUAL VENCIMIENTO 30 DE ABRIL DE 2024,444500000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023037773,2023037773,2023-11-02,BANCO DE VALORES S.A,020,SENEBI Contado - Venta,[9156] TDF24,217000000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023038566,2023038566,2023-11-08,BANCO DE VALORES S.A,020,SENEBI Contado - Compra,[9179] T4X4 - T4X4 - BONO DEL TESORO NACIONAL EN PESOS AJUSTADO POR CER 4% VENCIMIENTO 14 DE OCTUBRE DE 2024,70380000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023038783,2023038783,2023-11-09,BANCO DE VALORES S.A,020,SENEBI Contado - Venta,[9221] X18E4 - X18E4-LETRA DEL TESORO NACIONAL EN PESOS AJUSTADA POR CER A DESCUENTO CON VENCIMIENTO 18 DE ENERO DE 2024,182560000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023040656,2023040656,2023-11-22,BANCO DE VALORES S.A,020,SENEBI Contado - Venta,[5925] TX26,232600000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023041360,2023041360,2023-11-24,BANCO DE VALORES S.A,020,SENEBI Contado - Compra,[9156] TDF24,113100000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023042960,2023042960,2023-12-01,BANCO DE VALORES S.A,020,SENEBI Contado - Venta,"[5405] T2X4 - T2X4-BONO DEL TESORO NACIONAL EN PESOS AJUSTADO POR CER 1,55% VENCIMIENTO 26 DE JULIO DE 2024",335750000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023043787,2023043787,2023-12-05,BANCO DE VALORES S.A,020,SENEBI Contado - Compra,[9156] TDF24,268200000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2024017712,2024017712,2024-03-19,BANCO DE VALORES S.A,020,SENEBI Contado - Venta,[9242] TZX28,266000000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2024030203,2024030203,2024-04-25,BANCO DE VALORES S.A,020,SENEBI Contado - Compra,[9180] T2X5,887250000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2024032555,2024032555,2024-05-03,BANCO DE VALORES S.A,020,SENEBI Contado - Venta,[9230] TDJ24,542000000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2024033788,2024033788,2024-05-08,BANCO DE VALORES S.A,020,SENEBI Contado - Venta,[9201] TDG24,1188600000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2024038908,2024038908,2024-05-21,PUENTE,099,SENEBI Contado - Venta,[9244] TZX25,1967760.41,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024061193,2024061193,2024-07-19,PUENTE,099,SENEBI Contado - Compra,[9236] BPOC7,998865000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024064769,2024064769,2024-07-31,PUENTE,099,SENEBI Contado - Compra,[9249] TZXD6,590000000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024068373,2024068373,2024-08-09,PUENTE,099,SENEBI Contado - Venta,[9179] T4X4 - T4X4 - BONO DEL TESORO NACIONAL EN PESOS AJUSTADO POR CER 4% VENCIMIENTO 14 DE OCTUBRE DE 2024,1081100000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024078084,2024078084,2024-09-05,PUENTE,099,SENEBI Contado - Compra,[57459] GA01A,2541999715.3,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024078993,2024078993,2024-09-10,PUENTE,099,SENEBI Contado - Compra,[9247] BPY26,2632500000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024079524,2024079524,2024-09-11,PUENTE,099,SENEBI Contado - Compra,[9247] BPY26,128625.0,USD,SENEBI,PUENTE HNOS S.A
BOL 2024086543,2024086543,2024-10-01,PUENTE,099,SENEBI Contado - Venta,[9288] S18J5 - LT REP ARGENTINA CAP V18/06/25 $ CG,1447200000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024086545,2024086545,2024-10-01,PUENTE,099,SENEBI Contado - Compra,[9255] S29N4,3787500000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024087597,2024087597,2024-10-03,PUENTE,099,SENEBI Contado - Venta,[81092] GD41,1185599.81,USD,SENEBI,PUENTE HNOS S.A
BOL 2024090116,2024090116,2024-10-10,PUENTE,099,SENEBI Contado - Venta,[57459] GA01A,899999.82,USD,SENEBI,PUENTE HNOS S.A
BOL 2024090177,2024090177,2024-10-10,PUENTE,099,SENEBI Contado - Venta,[9288] S18J5 - LT REP ARGENTINA CAP V18/06/25 $ CG,762300000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024096906,2024096906,2024-10-28,PUENTE,099,SENEBI Contado - Compra,[81092] GD41,1965517660.16,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024096907,2024096907,2024-10-28,PUENTE,099,SENEBI Contado - Compra,[81435] PMM29,2329994349.75,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024101274,2024101274,2024-11-07,PUENTE,099,SENEBI Contado - Venta,[81435] PMM29,1999999.68,USD,SENEBI,PUENTE HNOS S.A
BOL 2024102797,2024102797,2024-11-12,PUENTE,099,SENEBI Contado - Venta,[81092] GD41,1829387.64,USD,SENEBI,PUENTE HNOS S.A
BOL 2025049696,2025049696,2025-04-15,PUENTE,099,SENEBI Contado - Venta,[9250] TZXD7,1999890250.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2025190355,2025190355,2025-11-27,PUENTE,099,SENEBI Contado - Compra,[9235] BPOB7,2485400000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2026017300,2026017300,2026-02-02,PUENTE,099,SENEBI Contado - Compra,[56399] YFCDO,475000000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2026038724,2026038724,2026-03-12,PUENTE,099,SENEBI Contado - Venta,[9264] TZXM7,920750000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2026042690,2026042690,2026-03-18,PUENTE,099,SENEBI Contado - Compra,[9249] TZXD6,2594750000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2025058598,2025058598,2025-04-29,BANCO HIPOTECARIO,1432,SENEBI Contado - Venta,[9318] T30J6,1016500000.0,ARS,SENEBI,BANCO HIPOTECARIO S.A
BOL 2023029329,2023029329,2023-08-28,BANCO DE VALORES S.A,020,SENEBI Contado - Venta,[9186] TDA24 - BONO DE LA NACION ARGENTINA EN MONEDA DUAL VENCIMIENTO 30 DE ABRIL DE 2024,402000000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023030363,2023030363,2023-09-06,BANCO DE VALORES S.A,020,SENEBI Contado - Compra,[55286] IRCDO,44956908.5,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023034357,2023034357,2023-10-03,BANCO DE VALORES S.A,020,SENEBI Contado - Compra,"[9178] T3X4 - T3X4 - BONO DEL TESORO NACIONAL EN PESOS AJUSTADO POR CER 3,75% VENCIMIENTO 14 DE ABRIL DE 2024",218400000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023035341,2023035341,2023-10-10,BANCO DE VALORES S.A,020,SENEBI Contado - Compra,[9186] TDA24 - BONO DE LA NACION ARGENTINA EN MONEDA DUAL VENCIMIENTO 30 DE ABRIL DE 2024,231196560.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023035403,2023035403,2023-10-11,BANCO DE VALORES S.A,020,SENEBI Contado - Venta,[05493] TX24,61850000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023037639,2023037639,2023-11-01,BANCO DE VALORES S.A,020,SENEBI Contado - Venta,"[5405] T2X4 - T2X4-BONO DEL TESORO NACIONAL EN PESOS AJUSTADO POR CER 1,55% VENCIMIENTO 26 DE JULIO DE 2024",165230000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023037710,2023037710,2023-11-02,BANCO DE VALORES S.A,020,SENEBI Contado - Compra,"[5405] T2X4 - T2X4-BONO DEL TESORO NACIONAL EN PESOS AJUSTADO POR CER 1,55% VENCIMIENTO 26 DE JULIO DE 2024",549000000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023041377,2023041377,2023-11-24,BANCO DE VALORES S.A,020,SENEBI Contado - Compra,[5925] TX26,222694500.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023042565,2023042565,2023-11-30,BANCO DE VALORES S.A,020,SENEBI Contado - Compra,[81150] BA37D,64600000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023048027,2023048027,2023-12-21,BANCO DE VALORES S.A,020,SENEBI Contado - Venta,[05493] TX24,183637500.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023048437,2023048437,2023-12-26,BANCO DE VALORES S.A,020,SENEBI Contado - Compra,[05493] TX24,1342000000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023048815,2023048815,2023-12-27,BANCO DE VALORES S.A,020,SENEBI Contado - Venta,[9156] TDF24,109875000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023049477,2023049477,2023-12-29,BANCO DE VALORES S.A,020,SENEBI Contado - Compra,[9201] TDG24,198250000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2023049525,2023049525,2023-12-29,BANCO DE VALORES S.A,020,SENEBI Contado - Compra,"[5405] T2X4 - T2X4-BONO DEL TESORO NACIONAL EN PESOS AJUSTADO POR CER 1,55% VENCIMIENTO 26 DE JULIO DE 2024",1072000000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2024011601,2024011601,2024-02-29,BANCO DE VALORES S.A,020,SENEBI Contado - Venta,[9233] BPO27,1016250000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2024017883,2024017883,2024-03-20,BANCO DE VALORES S.A,020,SENEBI Contado - Venta,[9247] BPY26,358085000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2024020000,2024020000,2024-03-26,BANCO DE VALORES S.A,020,SENEBI Contado - Compra,[9244] TZX25,329450000.0,ARS,SENEBI,ZUMA ADVISORS S.A.
BOL 2024011595,2024011595,2024-02-28,PARAKEET - ALYC,689,SENEBI Contado - Venta,[5925] TX26,663500000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024011594,2024011594,2024-02-29,PARAKEET - ALYC,689,SENEBI Contado - Venta,[9233] BPO27,677000000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024022911,2024022911,2024-04-05,PARAKEET - ALYC,689,SENEBI Contado - Venta,[57433] YMCTO,36050000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024025684,2024025684,2024-04-17,PARAKEET - ALYC,689,SENEBI Contado - Venta,[56399] YFCDO,222923863.2,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024071046,2024071046,2024-08-15,PARAKEET - ALYC,689,SENEBI Contado - Compra,[9256] S31M5,885375000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024075893,2024075893,2024-08-29,PARAKEET - ALYC,689,SENEBI Contado - Venta,[57230] TLCHO,475500000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024078392,2024078392,2024-09-06,PARAKEET - ALYC,689,SENEBI Contado - Venta,[57800] TLCLO,496980000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024080923,2024080923,2024-09-16,PARAKEET - ALYC,689,SENEBI Contado - Venta,[57800] TLCLO,249037500.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024100187,2024100187,2024-11-05,PARAKEET - ALYC,689,SENEBI Contado - Venta,[56994] YMCOO,158699446.5,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024101384,2024101384,2024-11-08,PARAKEET - ALYC,689,SENEBI Contado - Venta,[56108] LUC20 - ON LUZ TRES P 2,289011000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024101599,2024101599,2024-11-08,PARAKEET - ALYC,689,SENEBI Contado - Venta,[56108] LUC20 - ON LUZ TRES P 2,157788445.56,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024104663,2024104663,2024-11-13,PARAKEET - ALYC,689,SENEBI Contado - Venta,[9310] T15D5,266562689.91,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2025024930,2025024930,2025-02-28,PARAKEET - ALYC,689,SENEBI Contado - Compra,[57433] YMCTO,234727500.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2025193357,2025193357,2025-12-02,PARAKEET - ALYC,689,SENEBI Contado - Venta,[56982] OLC1O,448584659.2,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2025197870,2025197870,2025-12-11,PARAKEET - ALYC,689,SENEBI Contado - Venta,[56982] OLC1O,424062000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2023037717,2023037717,2023-11-02,PUENTE,099,SENEBI Contado - Compra,"[5405] T2X4 - T2X4-BONO DEL TESORO NACIONAL EN PESOS AJUSTADO POR CER 1,55% VENCIMIENTO 26 DE JULIO DE 2024",274500000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023039874,2023039874,2023-11-15,PUENTE,099,SENEBI Contado - Compra,"[5405] T2X4 - T2X4-BONO DEL TESORO NACIONAL EN PESOS AJUSTADO POR CER 1,55% VENCIMIENTO 26 DE JULIO DE 2024",299999998.5,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023045416,2023045416,2023-12-12,PUENTE,099,SENEBI Contado - Compra,[9230] TDJ24,260600000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023048451,2023048451,2023-12-26,PUENTE,099,SENEBI Contado - Venta,[9186] TDA24 - BONO DE LA NACION ARGENTINA EN MONEDA DUAL VENCIMIENTO 30 DE ABRIL DE 2024,56025000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024008960,2024008960,2024-02-19,PUENTE,099,SENEBI Contado - Compra,[5925] TX26,635000000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024011598,2024011598,2024-02-29,PUENTE,099,SENEBI Contado - Venta,[9233] BPO27,1012500000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024011604,2024011604,2024-02-29,PUENTE,099,SENEBI Contado - Venta,[9233] BPO27,1224000000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024012810,2024012810,2024-03-05,PUENTE,099,SENEBI Contado - Venta,[57230] TLCHO,790500000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024017708,2024017708,2024-03-18,PUENTE,099,SENEBI Contado - Venta,[56638] VSCHO,200671930.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024025881,2024025881,2024-04-15,PUENTE,099,SENEBI Contado - Compra,[9240] TZX26,103000000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024029220,2024029220,2024-04-25,PUENTE,099,SENEBI Contado - Venta,[5925] TX26,431750000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024037317,2024037317,2024-05-16,PUENTE,099,SENEBI Contado - Venta,[9242] TZX28,111033000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023045516,2023045516,2023-12-13,PARAKEET - ALYC,689,SENEBI Contado - Compra,[9179] T4X4 - T4X4 - BONO DEL TESORO NACIONAL EN PESOS AJUSTADO POR CER 4% VENCIMIENTO 14 DE OCTUBRE DE 2024,292750000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2023045519,2023045519,2023-12-13,PARAKEET - ALYC,689,SENEBI Contado - Compra,[9222] T6X4,504375000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024011949,2024011949,2024-03-01,PARAKEET - ALYC,689,SENEBI Contado - Compra,[5924] AL41 - BONO REP ARG 41,56850000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024016211,2024016211,2024-03-14,PARAKEET - ALYC,689,SENEBI Contado - Compra,[57178] AE10O,620385970.86,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024025581,2024025581,2024-04-12,PARAKEET - ALYC,689,SENEBI Contado - Venta,[9230] TDJ24,514750000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024025822,2024025822,2024-04-17,PARAKEET - ALYC,689,SENEBI Contado - Venta,[56399] YFCDO,537417619.5,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024036934,2024036934,2024-05-13,PARAKEET - ALYC,689,SENEBI Contado - Venta,[56659] PQCKO,232788000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024044056,2024044056,2024-06-04,PARAKEET - ALYC,689,SENEBI Contado - Compra,[56909] CP30O,178024000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024063105,2024063105,2024-07-26,PARAKEET - ALYC,689,SENEBI Contado - Compra,[55584] VSCBO,1003670000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024070350,2024070350,2024-08-14,PARAKEET - ALYC,689,SENEBI Contado - Compra,[57878] PNZCO,435280000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024084066,2024084066,2024-09-24,PARAKEET - ALYC,689,SENEBI Contado - Venta,[9255] S29N4,324792000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024109633,2024109633,2024-11-26,PARAKEET - ALYC,689,SENEBI Contado - Venta,[56108] LUC20 - ON LUZ TRES P 2,488010000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024117600,2024117600,2024-12-06,PARAKEET - ALYC,689,SENEBI Contado - Venta,[57037] PQCNO - ON PETROQUIMICA CL. N V16/05/25 U$S CG,78017637.6,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2025010315,2025010315,2025-01-28,PARAKEET - ALYC,689,SENEBI Contado - Compra,[9310] T15D5,683750000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
