boleto,numero,concertacion,contraparte,id_cuenta,tipoOperacion,instrumento,bruto,moneda,segmento,denominacion
BOL 2025135985,2025135985,2025-09-12,COMAFI,711,SENEBI Contado - Venta,[55025] PN7CO,720000000.0,ARS,SENEBI,BANCO COMAFI S.A.
BOL 2025147951,2025147951,2025-09-25,COMAFI,711,SENEBI Contado - Venta,[57850] OLC4O,651070000.0,ARS,SENEBI,BANCO COMAFI S.A.
BOL 2025155137,2025155137,2025-10-03,COMAFI,711,SENEBI Contado - Venta,[5921] AL30,108218705.4,ARS,SENEBI,BANCO COMAFI S.A.
BOL 2025155149,2025155149,2025-10-03,COMAFI,711,SENEBI Contado - Compra,[5921] AL30,72001.8,USD,SENEBI,BANCO COMAFI S.A.
BOL 2025175265,2025175265,2025-11-07,COMAFI,711,SENEBI Contado - Venta,[58974] AFCIO,1485000000.0,ARS,SENEBI,BANCO COMAFI S.A.
BOL 2025175643,2025175643,2025-11-07,COMAFI,711,SENEBI Contado - Venta,[58526] AFCBO,1082600000.0,ARS,SENEBI,BANCO COMAFI S.A.
BOL 2025175889,2025175889,2025-11-07,COMAFI,711,SENEBI Contado - Venta,[58472] BNCUO,558900000.0,ARS,SENEBI,BANCO COMAFI S.A.
BOL 2025163066,2025163066,2025-10-17,BIND,018,SENEBI Contado - Venta,[9320] TTJ26,1179000000.0,ARS,SENEBI,BANCO INDUSTRIAL SA
BOL 2026014391,2026014391,2026-01-27,BIND,018,SENEBI Contado - Venta,[9351] S30A6,1176000000.0,ARS,SENEBI,BANCO INDUSTRIAL SA
BOL 2026043375,2026043375,2026-03-19,BIND,018,SENEBI Contado - Compra,[9388] X30S6 - LECER VTO 30/09/2026,1498500000.0,ARS,SENEBI,BANCO INDUSTRIAL SA
BOL 2024091171,2024091171,2024-10-15,BULL MARKET - ALYC,849,SENEBI Contado - Compra,[9180] T2X5,580500000.0,ARS,SENEBI,BULL MARKET BROKERS SA
BOL 2024128471,2024128471,2025-01-02,BULL MARKET - ALYC,849,SENEBI Contado - Compra,[5921] AL30,1173999706.5,ARS,SENEBI,BULL MARKET BROKERS SA
BOL 2025073424,2025073424,2025-05-28,BULL MARKET - ALYC,849,SENEBI Contado - Venta,[9257] TZXM6,1598000000.0,ARS,SENEBI,BULL MARKET BROKERS SA
BOL 2025087698,2025087698,2025-06-12,BULL MARKET - ALYC,849,SENEBI Contado - Compra,[9309] T17O5,278972000.0,ARS,SENEBI,BULL MARKET BROKERS SA
BOL 2026047437,2026047437,2026-03-30,BULL MARKET - ALYC,849,SENEBI Contado - Venta,[42991] BUA26 - LT PROV. CHUBUT S.115 CL.1 22/04/26 $,519100000.0,ARS,SENEBI,BULL MARKET BROKERS SA
BOL 2025051865,2025051865,2025-04-22,COCOS - ALYC,1293,SENEBI Contado - Venta,[58579] PN40O,248500000.0,ARS,SENEBI,COCOS CAPITAL S.A.
BOL 2025116970,2025116970,2025-08-06,COCOS - ALYC,1293,SENEBI Contado - Venta,[57855] YMCWO,194060000.0,ARS,SENEBI,COCOS CAPITAL S.A.
BOL 2025116972,2025116972,2025-08-06,COCOS - ALYC,1293,SENEBI Contado - Compra,[58438] BPCLO,195000000.0,ARS,SENEBI,COCOS CAPITAL S.A.
BOL 2025155226,2025155226,2025-10-03,COCOS - ALYC,1293,SENEBI Contado - Compra,[9236] BPOC7,656749167.55,ARS,SENEBI,COCOS CAPITAL S.A.
BOL 2025155741,2025155741,2025-10-06,COCOS - ALYC,1293,SENEBI Contado - Venta,[9321] TTS26,745890000.0,ARS,SENEBI,COCOS CAPITAL S.A.
BOL 2025165741,2025165741,2025-10-22,COCOS - ALYC,1293,SENEBI Contado - Venta,[9236] BPOC7,703908900.0,ARS,SENEBI,COCOS CAPITAL S.A.
BOL 2025031375,2025031375,2025-03-11,CONO SUR - ALYC,141,SENEBI Contado - Compra,[9306] S30S5,368400183.65,ARS,SENEBI,CONO SUR INVERSIONES S.A
BOL 2025035450,2025035450,2025-03-19,CONO SUR - ALYC,141,SENEBI Contado - Compra,[9315] S31O5,1085000000.0,ARS,SENEBI,CONO SUR INVERSIONES S.A
BOL 2025039644,2025039644,2025-03-28,CONO SUR - ALYC,141,SENEBI Contado - Compra,[9326] S28N5,1426374860.83,ARS,SENEBI,CONO SUR INVERSIONES S.A
BOL 2025043172,2025043172,2025-04-07,CONO SUR - ALYC,141,SENEBI Contado - Compra,[9320] TTJ26,1359999999.61,ARS,SENEBI,CONO SUR INVERSIONES S.A
BOL 2025041166,2025041166,2025-04-01,COCOS - ALYC,1293,SENEBI Contado - Compra,[56967] TBC9O,406600000.0,ARS,SENEBI,COCOS CAPITAL S.A.
BOL 2025067333,2025067333,2025-05-15,COCOS - ALYC,1293,SENEBI Contado - Venta,[57855] YMCWO,515500000.0,ARS,SENEBI,COCOS CAPITAL S.A.
BOL 2025150190,2025150190,2025-09-29,COCOS - ALYC,1293,SENEBI Contado - Compra,[57855] YMCWO,586240200.0,ARS,SENEBI,COCOS CAPITAL S.A.
BOL 2025151584,2025151584,2025-09-30,COCOS - ALYC,1293,SENEBI Contado - Compra,[9236] BPOC7,625461480.0,ARS,SENEBI,COCOS CAPITAL S.A.
BOL 2025169474,2025169474,2025-10-28,COCOS - ALYC,1293,SENEBI Contado - Compra,[9236] BPOC7,700957500.0,ARS,SENEBI,COCOS CAPITAL S.A.
BOL 2025195306,2025195306,2025-12-05,COCOS - ALYC,1293,SENEBI Contado - Venta,[9257] TZXM6,514899998.52,ARS,SENEBI,COCOS CAPITAL S.A.
BOL 2026011025,2026011025,2026-01-21,COCOS - ALYC,1293,SENEBI Contado - Venta,[9237] BPOD7,577699.46,USD,SENEBI,COCOS CAPITAL S.A.
BOL 2025031383,2025031383,2025-03-11,CONO SUR - ALYC,141,SENEBI Contado - Venta,[9237] BPOD7,1495422.9,USD,SENEBI,CONO SUR INVERSIONES S.A
BOL 2025031384,2025031384,2025-03-11,CONO SUR - ALYC,141,SENEBI Contado - Venta,[9306] S30S5,300000.15,USD,SENEBI,CONO SUR INVERSIONES S.A
BOL 2025039643,2025039643,2025-03-28,CONO SUR - ALYC,141,SENEBI Contado - Venta,[9326] S28N5,1095100.0,USD,SENEBI,CONO SUR INVERSIONES S.A
BOL 2026053594,2026053594,2026-04-09,FIRST,1811,SENEBI Contado - Venta,[9386] S15Y6,411440000.0,ARS,SENEBI,FCI First Crecimiento 
BOL 2026053700,2026053700,2026-04-09,GAINVEST,1066,SENEBI Contado - Compra,[9367] S17A6,54842500.0,ARS,SENEBI,FCI GAINVEST RENTA FIJA
BOL 2026053610,2026053610,2026-04-09,FIRST,1756,SENEBI Contado - Venta,[9386] S15Y6,72002000.0,ARS,SENEBI,FCI First Renta Pesos
BOL 2026033659,2026033659,2026-03-05,IAM,1178,SENEBI Contado - Venta,[9257] TZXM6,294196000.0,ARS,SENEBI,IAM FCI DINAMICO ABIERTO PYMES
BOL 2025177389 (A),2025177389,2025-11-12,TORONTO,229,SENEBI Contado - Compra,[9257] TZXM6,1307950000.0,ARS,,FCI TORONTO TRUST
BOL 2025177393 (A),2025177393,2025-11-12,TORONTO,229,SENEBI Contado - Venta,[9314] T13F6,1347000000.0,ARS,,FCI TORONTO TRUST
BOL 2025177778 (A),2025177778,2025-11-12,TORONTO,229,SENEBI Contado - Venta,[9321] TTS26,794400000.0,ARS,,FCI TORONTO TRUST
BOL 2025177910 (A),2025177910,2025-11-12,TORONTO,1597,SENEBI Contado - Compra,[58855] COC1O,582296000.0,ARS,,FCI TORONTO TRUST BALANCEADO
BOL 2023036726,2023036726,2023-10-25,IAM - ALYC,371,SENEBI Contado - Venta,[5923] AE38,40000.03,USD,SENEBI,INDUSTRIAL VALORES SA
BOL 2023036737,2023036737,2023-10-25,IAM - ALYC,371,SENEBI Contado - Compra,[5923] AE38,34200027.36,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2023036766,2023036766,2023-10-25,IAM - ALYC,371,SENEBI Contado - Venta,[57118] YMCQO,499999.76,USD,SENEBI,INDUSTRIAL VALORES SA
BOL 2023037470,2023037470,2023-10-31,IAM - ALYC,371,SENEBI Contado - Venta,[81090] GD38,399999.93,USD,SENEBI,INDUSTRIAL VALORES SA
BOL 2024013391,2024013391,2024-03-07,IAM - ALYC,371,SENEBI Contado - Venta,[56994] YMCOO,395830000.0,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2025016402,2025016402,2025-02-11,IAM - ALYC,371,SENEBI Contado - Compra,[9297] S14F5 - LETRAS DEL TESORO CAP $ 14/02/25,1191000000.0,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2025016428,2025016428,2025-02-11,IAM - ALYC,371,SENEBI Contado - Venta,[9297] S14F5 - LETRAS DEL TESORO CAP $ 14/02/25,1000000.0,USD,SENEBI,INDUSTRIAL VALORES SA
BOL 2025017238,2025017238,2025-02-13,IAM - ALYC,371,SENEBI Contado - Venta,[9299] S16A5 - LETRAS DEL TESORO CAP $ V 16/04/25,1873800000.0,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2025031229,2025031229,2025-03-11,IAM - ALYC,371,SENEBI Contado - Venta,[9298] S14M5 - LETRAS DEL TESORO CAP $ V 14/03/25,2750000.0,USD,SENEBI,INDUSTRIAL VALORES SA
BOL 2025043023,2025043023,2025-04-07,IAM - ALYC,371,SENEBI Contado - Compra,[9299] S16A5 - LETRAS DEL TESORO CAP $ V 16/04/25,4078999999.79,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2025181438,2025181438,2025-11-17,IAM - ALYC,371,SENEBI Contado - Compra,[9248] TZXD5,477140000.0,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2026010513,2026010513,2026-01-20,IAM - ALYC,371,SENEBI Contado - Venta,[9346] S27F6,1211200000.0,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2025039024,2025039024,2025-03-27,MAX - ALYC,958,SENEBI Contado - Compra,[5921] AL30,3762000000.0,ARS,SENEBI,MAX CAPITAL S.A.
BOL 2026037692,2026037692,2026-03-12,ONE618,30677269940,SENEBI Contado - Venta,[9264] TZXM7,1842000000.0,ARS,SENEBI,ONE618 ASSET MANAGEMENT GERENTE DE FONDOS COMUNES DE INVERSION S. A.
BOL 2026041721,2026041721,2026-03-18,ONE618,30677269940,SENEBI Contado - Compra,[9264] TZXM7,1907000000.0,ARS,SENEBI,ONE618 ASSET MANAGEMENT GERENTE DE FONDOS COMUNES DE INVERSION S. A.
BOL 2023045562,2023045562,2023-12-13,PORTFOLIO INVESTMENT - ALYC,688,SENEBI Contado - Compra,[05493] TX24,353600000.0,ARS,SENEBI,PORTFOLIO INVESTMENT S.A.
BOL 2023045701,2023045701,2023-12-14,PORTFOLIO INVESTMENT - ALYC,688,SENEBI Contado - Compra,[05493] TX24,165150000.0,ARS,SENEBI,PORTFOLIO INVESTMENT S.A.
BOL 2023043702,2023043702,2023-12-05,CENTAURUS,098,SENEBI Contado - Venta,[56393] LEC5O,244999767.0,ARS,SENEBI,CENTAURUS SOCIEDAD DE BOLSA 
BOL 2024090183,2024090183,2024-10-10,CENTAURUS,098,SENEBI Contado - Compra,[9298] S14M5 - LETRAS DEL TESORO CAP $ V 14/03/25,522750000.0,ARS,SENEBI,CENTAURUS SOCIEDAD DE BOLSA 
BOL 2024095417,2024095417,2024-10-24,CENTAURUS,098,SENEBI Contado - Venta,[9256] S31M5,2599800000.0,ARS,SENEBI,CENTAURUS SOCIEDAD DE BOLSA 
BOL 2025077419,2025077419,2025-06-02,CENTAURUS,098,SENEBI Contado - Compra,[9318] T30J6,1635000000.0,ARS,SENEBI,CENTAURUS SOCIEDAD DE BOLSA 
BOL 2023037231,2023037231,2023-10-27,IAM - ALYC,371,SENEBI Contado - Compra,[5923] AE38,35903955.36,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2023037397,2023037397,2023-10-30,IAM - ALYC,371,SENEBI Contado - Compra,[5921] AL30,52273009.15,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2023037433,2023037433,2023-10-31,IAM - ALYC,371,SENEBI Contado - Venta,[81088] GD35,749999.88,USD,SENEBI,INDUSTRIAL VALORES SA
BOL 2023037460,2023037460,2023-10-31,IAM - ALYC,371,SENEBI Contado - Venta,[5921] AL30,437817.25,USD,SENEBI,INDUSTRIAL VALORES SA
BOL 2025039580,2025039580,2025-03-28,IAM - ALYC,371,SENEBI Contado - Compra,[9299] S16A5 - LETRAS DEL TESORO CAP $ V 16/04/25,2605000000.0,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2025042981,2025042981,2025-04-07,IAM - ALYC,371,SENEBI Contado - Venta,[9299] S16A5 - LETRAS DEL TESORO CAP $ V 16/04/25,3000000.0,USD,SENEBI,INDUSTRIAL VALORES SA
BOL 2025089770,2025089770,2025-06-18,IAM - ALYC,371,SENEBI Contado - Venta,[9308] S15G5,697750000.0,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2025134761,2025134761,2025-09-11,IAM - ALYC,371,SENEBI Contado - Venta,[9315] S31O5,3771000000.0,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2024109551,2024109551,2024-11-25,MAX - ALYC,958,SENEBI Contado - Venta,[57192] TTC6O - ON TECPETROL S. 6 VTO13/01/25 $ CG,262150000.0,ARS,SENEBI,MAX CAPITAL S.A.
BOL 2025039023,2025039023,2025-03-27,MAX - ALYC,958,SENEBI Contado - Venta,[5921] AL30,3744643725.0,ARS,SENEBI,MAX CAPITAL S.A.
BOL 2026007194,2026007194,2026-01-15,MAX - ALYC,958,SENEBI Contado - Compra,[57864] CP35O,723000000.0,ARS,SENEBI,MAX CAPITAL S.A.
BOL 2026026040,2026026040,2026-02-20,ONE618,30677269940,SENEBI Contado - Venta,[84446] BACGO - O N BANCO MACRO S A 8% VTO.23/06/2029,760500000.0,ARS,SENEBI,ONE618 ASSET MANAGEMENT GERENTE DE FONDOS COMUNES DE INVERSION S. A.
BOL 2023045515,2023045515,2023-12-13,PORTFOLIO INVESTMENT - ALYC,688,SENEBI Contado - Compra,[05493] TX24,416250000.0,ARS,SENEBI,PORTFOLIO INVESTMENT S.A.
BOL 2023048044,2023048044,2023-12-21,PORTFOLIO INVESTMENT - ALYC,688,SENEBI Contado - Compra,"[9178] T3X4 - T3X4 - BONO DEL TESORO NACIONAL EN PESOS AJUSTADO POR CER 3,75% VENCIMIENTO 14 DE ABRIL DE 2024",320000000.0,ARS,SENEBI,PORTFOLIO INVESTMENT S.A.
BOL 2024023843,2024023843,2024-04-08,PORTFOLIO INVESTMENT - ALYC,688,SENEBI Contado - Venta,[9230] TDJ24,499325000.0,ARS,SENEBI,PORTFOLIO INVESTMENT S.A.
BOL 2024080889,2024080889,2024-09-13,PORTFOLIO INVESTMENT - ALYC,688,SENEBI Contado - Compra,[57937] TLCNO,239375000.0,ARS,SENEBI,PORTFOLIO INVESTMENT S.A.
BOL 2023045702,2023045702,2023-12-14,CENTAURUS,098,SENEBI Contado - Venta,"[9178] T3X4 - T3X4 - BONO DEL TESORO NACIONAL EN PESOS AJUSTADO POR CER 3,75% VENCIMIENTO 14 DE ABRIL DE 2024",134758033.26,ARS,SENEBI,CENTAURUS SOCIEDAD DE BOLSA 
BOL 2025136861,2025136861,2025-09-15,IEB - ALYC,33715646469,SENEBI Contado - Venta,[9236] BPOC7,622078110.0,ARS,SENEBI,IEB S.A.
BOL 2025013734,2025013734,2025-02-05,PHAROS - ALYC,30709446343,SENEBI Contado - Venta,[9257] TZXM6,289600000.0,ARS,SENEBI,PHAROS CAPITAL S.A.
BOL 2023049476,2023049476,2023-12-29,S & C - ALYC,788,SENEBI Contado - Venta,[05493] TX24,315500000.0,ARS,SENEBI,S & C INVERSIONES S.A.
BOL 2023036743,2023036743,2023-10-25,IAM - ALYC,371,SENEBI Contado - Compra,[57118] YMCQO,427499794.8,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2023037235,2023037235,2023-10-27,IAM - ALYC,371,SENEBI Contado - Venta,[5923] AE38,43153.79,USD,SENEBI,INDUSTRIAL VALORES SA
BOL 2023037368,2023037368,2023-10-30,IAM - ALYC,371,SENEBI Contado - Venta,[5923] AE38,31419.94,USD,SENEBI,INDUSTRIAL VALORES SA
BOL 2023037371,2023037371,2023-10-30,IAM - ALYC,371,SENEBI Contado - Venta,[5921] AL30,62828.14,USD,SENEBI,INDUSTRIAL VALORES SA
BOL 2023037434,2023037434,2023-10-31,IAM - ALYC,371,SENEBI Contado - Compra,[81090] GD38,338799936.48,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2023037452,2023037452,2023-10-31,IAM - ALYC,371,SENEBI Contado - Compra,[5921] AL30,370831210.75,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2023037465,2023037465,2023-10-31,IAM - ALYC,371,SENEBI Contado - Compra,[81088] GD35,635249894.97,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2024040108,2024040108,2024-05-23,IAM - ALYC,371,SENEBI Contado - Venta,[55149] TLC8O,501745000.0,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2024063581,2024063581,2024-07-29,IAM - ALYC,371,SENEBI Contado - Compra,[57230] TLCHO,183005700.0,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2025025401,2025025401,2025-03-05,IAM - ALYC,371,SENEBI Contado - Compra,[9298] S14M5 - LETRAS DEL TESORO CAP $ V 14/03/25,3482740231.16,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2025155952,2025155952,2025-10-06,IAM - ALYC,371,SENEBI Contado - Venta,[58900] SXC2O,4884750000.0,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2026045480,2026045480,2026-03-26,IAM - ALYC,371,SENEBI Contado - Venta,[9366] AN29,1305100000.0,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2024060660,2024060660,2024-07-19,MAX,30717118134,SENEBI Contado - Venta,[57485] TLCKO,137296500.0,ARS,SENEBI,Max Capital Asset Management S.A.
BOL 2024063671,2024063671,2024-07-26,MAX,30717118134,SENEBI Contado - Venta,[57878] PNZCO,923390000.0,ARS,SENEBI,Max Capital Asset Management S.A.
BOL 2026046398,2026046398,2026-03-27,ONE618,30677269940,SENEBI Contado - Venta,[58579] PN40O,342811250.0,ARS,SENEBI,ONE618 ASSET MANAGEMENT GERENTE DE FONDOS COMUNES DE INVERSION S. A.
BOL 2023048064,2023048064,2023-12-21,PORTFOLIO INVESTMENT - ALYC,688,SENEBI Contado - Compra,[9222] T6X4,229870758.4,ARS,SENEBI,PORTFOLIO INVESTMENT S.A.
BOL 2024123795,2024123795,2024-12-18,PORTFOLIO INVESTMENT - ALYC,688,SENEBI Contado - Venta,[81088] GD35,499999.68,USD,SENEBI,PORTFOLIO INVESTMENT S.A.
BOL 2025126494,2025126494,2025-08-25,PORTFOLIO INVESTMENT - ALYC,688,SENEBI Contado - Venta,[57855] YMCWO,130509360.0,ARS,SENEBI,PORTFOLIO INVESTMENT S.A.
BOL 2025127233,2025127233,2025-08-27,PORTFOLIO INVESTMENT - ALYC,688,SENEBI Contado - Venta,[56638] VSCHO,506824000.0,ARS,SENEBI,PORTFOLIO INVESTMENT S.A.
BOL 2023036908,2023036908,2023-10-26,IAM - ALYC,371,SENEBI Contado - Venta,[57118] YMCQO,337668.45,USD,SENEBI,INDUSTRIAL VALORES SA
BOL 2023036932,2023036932,2023-10-26,IAM - ALYC,371,SENEBI Contado - Compra,[57118] YMCQO,291745540.8,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2023037356,2023037356,2023-10-30,IAM - ALYC,371,SENEBI Contado - Compra,[5923] AE38,26487099.0,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2026016136,2026016136,2026-01-30,IAM - ALYC,371,SENEBI Contado - Venta,[9352] D30A6,1433000000.0,ARS,SENEBI,INDUSTRIAL VALORES SA
BOL 2024069779,2024069779,2024-08-13,MAX - ALYC,958,SENEBI Contado - Venta,[57878] PNZCO,862500000.0,ARS,SENEBI,MAX CAPITAL S.A.
BOL 2026036924,2026036924,2026-03-11,ONE618,30677269940,SENEBI Contado - Venta,[57433] YMCTO,339360000.0,ARS,SENEBI,ONE618 ASSET MANAGEMENT GERENTE DE FONDOS COMUNES DE INVERSION S. A.
BOL 2026043374,2026043374,2026-03-19,ONE618,30677269940,SENEBI Contado - Compra,[57855] YMCWO,1109012960.0,ARS,SENEBI,ONE618 ASSET MANAGEMENT GERENTE DE FONDOS COMUNES DE INVERSION S. A.
BOL 2023045514,2023045514,2023-12-12,PORTFOLIO INVESTMENT - ALYC,688,SENEBI Contado - Venta,[42013] PBA25,53875000.0,ARS,SENEBI,PORTFOLIO INVESTMENT S.A.
BOL 2023048805,2023048805,2023-12-27,PORTFOLIO INVESTMENT - ALYC,688,SENEBI Contado - Compra,[05493] TX24,309375000.0,ARS,SENEBI,PORTFOLIO INVESTMENT S.A.
BOL 2024123796,2024123796,2024-12-18,PORTFOLIO INVESTMENT - ALYC,688,SENEBI Contado - Compra,[81088] GD35,588999622.92,ARS,SENEBI,PORTFOLIO INVESTMENT S.A.
BOL 2025166396,2025166396,2025-10-23,PORTFOLIO INVESTMENT - ALYC,688,SENEBI Contado - Compra,[57855] YMCWO,176328000.0,ARS,SENEBI,PORTFOLIO INVESTMENT S.A.
BOL 2023044770,2023044770,2023-12-07,CENTAURUS,098,SENEBI Contado - Venta,[56393] LEC5O,150000750.0,ARS,SENEBI,CENTAURUS SOCIEDAD DE BOLSA 
BOL 2024069778,2024069778,2024-08-13,CENTAURUS,098,SENEBI Contado - Venta,[5925] TX26,874500000.0,ARS,SENEBI,CENTAURUS SOCIEDAD DE BOLSA 
BOL 2024074255,2024074255,2024-08-23,CENTAURUS,098,SENEBI Contado - Compra,[9288] S18J5 - LT REP ARGENTINA CAP V18/06/25 $ CG,1022000000.0,ARS,SENEBI,CENTAURUS SOCIEDAD DE BOLSA 
BOL 2024097605,2024097605,2024-10-29,CENTAURUS,098,SENEBI Contado - Venta,[9244] TZX25,1464000000.0,ARS,SENEBI,CENTAURUS SOCIEDAD DE BOLSA 
BOL 2025071302,2025071302,2025-05-23,CENTAURUS,098,SENEBI Contado - Compra,[9314] T13F6,585250000.0,ARS,SENEBI,CENTAURUS SOCIEDAD DE BOLSA 
BOL 2025136862,2025136862,2025-09-15,IEB - ALYC,33715646469,SENEBI Contado - Compra,[9235] BPOB7,622080000.0,ARS,SENEBI,IEB S.A.
BOL 2024012818,2024012818,2024-03-05,PARAKEET - ALYC,689,SENEBI Contado - Venta,[55477] PNFCO,498024000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024017688,2024017688,2024-03-19,PARAKEET - ALYC,689,SENEBI Contado - Compra,[9120] TV24,162954000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024038849,2024038849,2024-05-21,PARAKEET - ALYC,689,SENEBI Contado - Venta,[57485] TLCKO,240144000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024044601,2024044601,2024-06-05,PARAKEET - ALYC,689,SENEBI Contado - Venta,[56899] GYC2O - VD FF AMES 22 CL.A $ C.G,183179940.02,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024069765,2024069765,2024-08-13,PARAKEET - ALYC,689,SENEBI Contado - Compra,[57275] PNRCO,443590000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024075083,2024075083,2024-08-27,PARAKEET - ALYC,689,SENEBI Contado - Compra,[5925] TX26,556500000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024076733,2024076733,2024-09-02,PARAKEET - ALYC,689,SENEBI Contado - Venta,[57037] PQCNO - ON PETROQUIMICA CL. N V16/05/25 U$S CG,152185600.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024078665,2024078665,2024-09-09,PARAKEET - ALYC,689,SENEBI Contado - Compra,[9180] T2X5,138612500.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024079529,2024079529,2024-09-11,PARAKEET - ALYC,689,SENEBI Contado - Venta,[57855] YMCWO,234937500.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024103391,2024103391,2024-11-13,PARAKEET - ALYC,689,SENEBI Contado - Venta,[9310] T15D5,266344530.97,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024104680,2024104680,2024-11-14,PARAKEET - ALYC,689,SENEBI Contado - Compra,[9310] T15D5,533125379.82,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024118194,2024118194,2024-12-05,PARAKEET - ALYC,689,SENEBI Contado - Venta,[56994] YMCOO,98720000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2025127947,2025127947,2025-08-28,PARAKEET - ALYC,689,SENEBI Contado - Venta,[56982] OLC1O,552667036.32,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2023032015,2023032015,2023-09-15,PUENTE,099,SENEBI Contado - Venta,[05493] TX24,930250000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023034400,2023034400,2023-10-03,PUENTE,099,SENEBI Contado - Compra,[9197] X23N3,130750000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023036665,2023036665,2023-10-24,PUENTE,099,SENEBI Contado - Compra,[9186] TDA24 - BONO DE LA NACION ARGENTINA EN MONEDA DUAL VENCIMIENTO 30 DE ABRIL DE 2024,409000000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023037681,2023037681,2023-10-31,PUENTE,099,SENEBI Contado - Venta,[92902] TSC2O,149166000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023040665,2023040665,2023-11-22,PUENTE,099,SENEBI Contado - Venta,[05493] TX24,588000000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023041052,2023041052,2023-11-23,PUENTE,099,SENEBI Contado - Venta,[5925] TX26,202980000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023041516,2023041516,2023-11-27,PUENTE,099,SENEBI Contado - Compra,[5925] TX26,19950000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023041823,2023041823,2023-11-28,PUENTE,099,SENEBI Contado - Compra,[05493] TX24,115606.93,USD,SENEBI,PUENTE HNOS S.A
BOL 2024004956,2024004956,2024-01-25,PUENTE,099,SENEBI Contado - Compra,[5925] TX26,560000000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024006866,2024006866,2024-02-01,PUENTE,099,SENEBI Contado - Compra,[9180] T2X5,1176400000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024007829,2024007829,2024-02-09,PUENTE,099,SENEBI Contado - Venta,[42538] PBY24,120525341.93,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024012794,2024012794,2024-03-05,PUENTE,099,SENEBI Contado - Venta,[9234] BPOA7,435000000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024017707,2024017707,2024-03-18,PUENTE,099,SENEBI Contado - Venta,[9120] TV24,332878000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024017709,2024017709,2024-03-19,PUENTE,099,SENEBI Contado - Venta,[9250] TZXD7,1175950000.0,ARS,SENEBI,PUENTE HNOS S.A
BOL 2024017710,2024017710,2024-03-19,PUENTE,099,SENEBI Contado - Venta,[9247] BPY26,692000612.5,ARS,SENEBI,PUENTE HNOS S.A
BOL 2023049182,2023049182,2023-12-28,PARAKEET - ALYC,689,SENEBI Contado - Venta,[9231] TV25,172250000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
BOL 2024008411,2024008411,2024-02-15,PARAKEET - ALYC,689,SENEBI Contado - Compra,[05493] TX24,396150000.0,ARS,SENEBI,PARAKEET CAPITAL S.A.
