comprobante,numero,fecha,contraparte,id_cuenta,cuenta,categoria,op,ticker,cantidad,precio,importe,moneda,unidad,plazo,estado,informacion
CLD 2026026997,2026026997,2026-03-26,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-168000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 26/03/2026 - Cierre 1402,00"
CLD 2026026469,2026026469,2026-03-25,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-313500000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 25/03/2026 - Cierre 1383,50"
CLD 2026026475,2026026475,2026-03-25,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-264000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 25/03/2026 - Cierre 1412,50"
CLD 2026025864,2026025864,2026-03-20,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-114000000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 20/03/2026 - Cierre 1400,00"
CLD 2026025868,2026025868,2026-03-20,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-120000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 20/03/2026 - Cierre 1429,00"
CLD 2026025258,2026025258,2026-03-19,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-9500000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 19/03/2026 - Cierre 1406,00"
CLD 2026025262,2026025262,2026-03-19,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-8000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 19/03/2026 - Cierre 1436,50"
CLD 2026025212,2026025212,2026-03-18,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-38000000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 18/03/2026 - Cierre 1406,50"
CLD 2026025216,2026025216,2026-03-18,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-24000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 18/03/2026 - Cierre 1437,00"
CLD 2026024112,2026024112,2026-03-17,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-19000000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 17/03/2026 - Cierre 1408,50"
CLD 2026024116,2026024116,2026-03-17,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-24000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 17/03/2026 - Cierre 1438,50"
NT 2026003230,2026003230,2026-03-17,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,191000000.0,ARS,,,DIS,Schroders
CLD 2026024067,2026024067,2026-03-16,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-95000000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 16/03/2026 - Cierre 1409,50"
CLD 2026024073,2026024073,2026-03-16,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-96000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 16/03/2026 - Cierre 1440,00"
NT 2026003165,2026003165,2026-03-16,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-27000000.0,ARS,,,DIS,Schroders
CLD 2026022915,2026022915,2026-03-13,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,19000000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 13/03/2026 - Cierre 1414,50"
CLD 2026022922,2026022922,2026-03-13,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,8000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 13/03/2026 - Cierre 1446,00"
CLD 2026022329,2026022329,2026-03-12,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,16000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 12/03/2026 - Cierre 1445,50"
CD 2026001384,2026001384,2026-03-11,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,deposito,,,,,4297617.5,ARS,,,DIS,Depósito
CLD 2026021781,2026021781,2026-03-11,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-123500000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 11/03/2026 - Cierre 1413,50"
CLD 2026021789,2026021789,2026-03-11,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-112000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 11/03/2026 - Cierre 1444,50"
CD 2026001343,2026001343,2026-03-10,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,deposito,,,,,2989910.0,ARS,,,DIS,Depósito
BOL 2026036092,2026036092,2026-03-10,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-429761.75,ARS,,,DIS,"Compra DLR032026 1.000,00@1423,00 (ARS)"
BOL 2026036095,2026036095,2026-03-10,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-429761.75,ARS,,,DIS,"Compra DLR032026 1.000,00@1423,00 (ARS)"
BOL 2026036097,2026036097,2026-03-10,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-429761.75,ARS,,,DIS,"Compra DLR032026 1.000,00@1423,50 (ARS)"
BOL 2026036098,2026036098,2026-03-10,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-429761.75,ARS,,,DIS,"Compra [DLR042026] 1.000,00@1454,50 (ARS)"
BOL 2026036099,2026036099,2026-03-10,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-429761.75,ARS,,,DIS,"Compra DLR032026 1.000,00@1423,50 (ARS)"
BOL 2026036101,2026036101,2026-03-10,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,2000.0,,-859523.5,ARS,,,DIS,"Compra [DLR042026] 2.000,00@1455,00 (ARS)"
BOL 2026036102,2026036102,2026-03-10,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-429761.75,ARS,,,DIS,"Compra [DLR042026] 1.000,00@1455,00 (ARS)"
BOL 2026036103,2026036103,2026-03-10,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-429761.75,ARS,,,DIS,"Compra DLR032026 1.000,00@1423,00 (ARS)"
BOL 2026036105,2026036105,2026-03-10,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-429761.75,ARS,,,DIS,"Compra [DLR042026] 1.000,00@1455,00 (ARS)"
CLD 2026021439,2026021439,2026-03-10,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-9000000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 10/03/2026 - Cierre 1420,00"
CLD 2026021440,2026021440,2026-03-10,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-7000000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 10/03/2026 - Cierre 1420,00"
CLD 2026021441,2026021441,2026-03-10,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-266000000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 10/03/2026 - Cierre 1420,00"
CLD 2026021448,2026021448,2026-03-10,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-3000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 10/03/2026 - Cierre 1451,50"
CLD 2026021450,2026021450,2026-03-10,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-231000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 10/03/2026 - Cierre 1451,50"
CLD 2026021449,2026021449,2026-03-10,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-14000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 10/03/2026 - Cierre 1451,50"
NT 2026002913,2026002913,2026-03-10,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,1000000.0,ARS,,,DIS,Schroders
ND 2026001896,2026001896,2026-03-10,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-3393763.47,ARS,,,DIS,Derecho Registro Futuro DLR (Interferencia) - TC: 1402.38 (281609)
BOL 2026035248,2026035248,2026-03-09,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-427130.0,ARS,,,DIS,"Compra DLR032026 1.000,00@1439,00 (ARS)"
BOL 2026035256,2026035256,2026-03-09,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-427130.0,ARS,,,DIS,"Compra DLR032026 1.000,00@1439,00 (ARS)"
CLD 2026020889,2026020889,2026-03-09,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-1000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 09/03/2026 - Cierre 1472,50"
BOL 2026035267,2026035267,2026-03-09,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-427130.0,ARS,,,DIS,"Compra [DLR042026] 1.000,00@1473,00 (ARS)"
BOL 2026035265,2026035265,2026-03-09,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-427130.0,ARS,,,DIS,"Compra [DLR042026] 1.000,00@1473,00 (ARS)"
CLD 2026020888,2026020888,2026-03-09,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,4500000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 09/03/2026 - Cierre 1472,50"
BOL 2026035234,2026035234,2026-03-09,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,2000.0,,-854260.0,ARS,,,DIS,"Compra DLR032026 2.000,00@1439,00 (ARS)"
BOL 2026035255,2026035255,2026-03-09,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-427130.0,ARS,,,DIS,"Compra DLR032026 1.000,00@1439,00 (ARS)"
CLD 2026020881,2026020881,2026-03-09,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-4500000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 09/03/2026 - Cierre 1439,00"
NT 2026002855,2026002855,2026-03-09,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-108000000.0,ARS,,,DIS,schroders
CLD 2026020328,2026020328,2026-03-06,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,54000000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 06/03/2026 - Cierre 1439,50"
CLD 2026020333,2026020333,2026-03-06,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,54000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 06/03/2026 - Cierre 1472,00"
CLD 2026019794,2026019794,2026-03-05,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,63000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 05/03/2026 - Cierre 1466,00"
CLD 2026019789,2026019789,2026-03-05,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,54000000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 05/03/2026 - Cierre 1433,50"
CLD 2026019260,2026019260,2026-03-04,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-171000000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 04/03/2026 - Cierre 1427,50"
CLD 2026019267,2026019267,2026-03-04,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-180000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 04/03/2026 - Cierre 1459,00"
CD 2026001234,2026001234,2026-03-03,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,deposito,,,,,3840086.25,ARS,,,DIS,Depósito
CLD 2026018719,2026018719,2026-03-03,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,211500000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 03/03/2026 - Cierre 1446,50"
CLD 2026018727,2026018727,2026-03-03,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,216000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 03/03/2026 - Cierre 1479,00"
NT 2026002562,2026002562,2026-03-03,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,189500000.0,ARS,,,DIS,SCHRODERS
NT 2026002563,2026002563,2026-03-03,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-1000000.0,ARS,,,DIS,SCHRODERS
CD 2026001202,2026001202,2026-03-02,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,deposito,,,,,2988851.25,ARS,,,DIS,Depósito
BOL 2026030323,2026030323,2026-03-02,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-426676.25,ARS,,,DIS,"Compra [DLR042026] 1.000,00@1468,00 (ARS)"
BOL 2026030889,2026030889,2026-03-02,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-426676.25,ARS,,,DIS,"Compra [DLR042026] 1.000,00@1464,50 (ARS)"
BOL 2026030325,2026030325,2026-03-02,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-426676.25,ARS,,,DIS,"Compra [DLR042026] 1.000,00@1469,50 (ARS)"
BOL 2026030333,2026030333,2026-03-02,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,2000.0,,-853352.5,ARS,,,DIS,"Compra [DLR042026] 2.000,00@1470,00 (ARS)"
BOL 2026030888,2026030888,2026-03-02,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-426676.25,ARS,,,DIS,"Compra [DLR042026] 1.000,00@1464,50 (ARS)"
BOL 2026030969,2026030969,2026-03-02,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-426676.25,ARS,,,DIS,"Compra [DLR042026] 1.000,00@1464,50 (ARS)"
BOL 2026030970,2026030970,2026-03-02,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-426676.25,ARS,,,DIS,"Compra [DLR042026] 1.000,00@1464,00 (ARS)"
CLD 2026018159,2026018159,2026-03-02,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-28500000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 02/03/2026 - Cierre 1455,00"
CLD 2026018149,2026018149,2026-03-02,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-94500000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 02/03/2026 - Cierre 1423,00"
CLD 2026018160,2026018160,2026-03-02,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-13000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 02/03/2026 - Cierre 1455,00"
CLD 2026018161,2026018161,2026-03-02,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-14500000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 02/03/2026 - Cierre 1455,00"
CLD 2026018162,2026018162,2026-03-02,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-30000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 02/03/2026 - Cierre 1455,00"
BOL 2026031013,2026031013,2026-03-02,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-426676.25,ARS,,,DIS,"Compra [DLR042026] 1.000,00@1454,00 (ARS)"
CLD 2026018158,2026018158,2026-03-02,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-9000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 02/03/2026 - Cierre 1455,00"
CLD 2026018157,2026018157,2026-03-02,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,1000000.0,ARS,,,DIS,"Diferencias diarias - [DLR042026] - 02/03/2026 - Cierre 1455,00"
CD 2026001149,2026001149,2026-02-27,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,deposito,,,,,840768.5,ARS,,,DIS,Depósito
BOL 2026029711,2026029711,2026-02-27,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-426978.75,ARS,,,DIS,"Compra DLR032026 1.000,00@1451,00 (ARS)"
BOL 2026029638,2026029638,2026-02-27,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-426978.75,ARS,,,DIS,"Compra DLR032026 1.000,00@1453,00 (ARS)"
BOL 2026029639,2026029639,2026-02-27,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-426978.75,ARS,,,DIS,"Compra DLR032026 1.000,00@1453,00 (ARS)"
BOL 2026029784,2026029784,2026-02-27,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-426978.75,ARS,,,DIS,"Compra DLR032026 1.000,00@1447,50 (ARS)"
BOL 2026029814,2026029814,2026-02-27,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-426978.75,ARS,,,DIS,"Compra DLR032026 1.000,00@1443,50 (ARS)"
BOL 2026029713,2026029713,2026-02-27,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-426978.75,ARS,,,DIS,"Compra DLR032026 1.000,00@1450,00 (ARS)"
CLD 2026017547,2026017547,2026-02-27,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-10000000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 27/02/2026 - Cierre 1433,50"
BOL 2026029806,2026029806,2026-02-27,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-426978.75,ARS,,,DIS,"Compra DLR032026 1.000,00@1444,00 (ARS)"
CLD 2026017549,2026017549,2026-02-27,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-25000000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 27/02/2026 - Cierre 1433,50"
CLD 2026017551,2026017551,2026-02-27,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-16500000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 27/02/2026 - Cierre 1433,50"
CLD 2026017550,2026017550,2026-02-27,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-14000000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 27/02/2026 - Cierre 1433,50"
CLD 2026017548,2026017548,2026-02-27,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-10500000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 27/02/2026 - Cierre 1433,50"
CLD 2026017552,2026017552,2026-02-27,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-17500000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 27/02/2026 - Cierre 1433,50"
NT 2026002389,2026002389,2026-02-27,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-3500000.0,ARS,,,DIS,schroders
CLD 2026017553,2026017553,2026-02-27,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-39000000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 27/02/2026 - Cierre 1433,50"
NT 2026002391,2026002391,2026-02-27,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-2500000.0,ARS,,,DIS,schroders
BOL 2026029006,2026029006,2026-02-26,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-420384.25,ARS,,,DIS,"Compra DLR032026 1.000,00@1443,50 (ARS)"
BOL 2026029009,2026029009,2026-02-26,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,1000.0,,-420384.25,ARS,,,DIS,"Compra DLR032026 1.000,00@1442,50 (ARS)"
CLD 2026017000,2026017000,2026-02-26,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,3500000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 26/02/2026 - Cierre 1446,00"
CLD 2026017001,2026017001,2026-02-26,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,2500000.0,ARS,,,DIS,"Diferencias diarias - [DLR032026] - 26/02/2026 - Cierre 1446,00"
CD 2025005734,2025005734,2025-10-30,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,deposito,,,,,447548.75,ARS,,,DIS,Depósito
CLD 2025083827,2025083827,2025-10-29,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,11000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 29/10/2025 - Cierre 1515,00"
CLD 2025083828,2025083828,2025-10-29,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-23000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 29/10/2025 - Cierre 1515,00"
(#7838791),7838791,2025-10-29,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,0.0,ARS,,,DIS,Res. Futuros - Comit. 281609 (Rl)
BOL 2025170047,2025170047,2025-10-29,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,-1000.0,,-447548.75,ARS,,,DIS,"Venta DLR122025 1.000,00@1526,00 (ARS)"
CLD 2025083282,2025083282,2025-10-28,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-7000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 28/10/2025 - Cierre 1545,00"
CLD 2025083281,2025083281,2025-10-28,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,25000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 28/10/2025 - Cierre 1545,00"
CLD 2025082663,2025082663,2025-10-27,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-65500000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 27/10/2025 - Cierre 1520,00"
CLD 2025082091,2025082091,2025-10-24,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,15500000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 24/10/2025 - Cierre 1585,50"
CLD 2025081486,2025081486,2025-10-23,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-25000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 23/10/2025 - Cierre 1570,00"
CLD 2025081090,2025081090,2025-10-22,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-14000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 22/10/2025 - Cierre 1595,00"
CLD 2025080198,2025080198,2025-10-21,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,11000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 21/10/2025 - Cierre 1609,00"
CLD 2025079684,2025079684,2025-10-20,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,11500000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 20/10/2025 - Cierre 1598,00"
CLD 2025079118,2025079118,2025-10-17,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,32500000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 17/10/2025 - Cierre 1586,50"
CLD 2025078616,2025078616,2025-10-16,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,16000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 16/10/2025 - Cierre 1554,00"
CLD 2025078027,2025078027,2025-10-15,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,20000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 15/10/2025 - Cierre 1538,00"
CLD 2025077509,2025077509,2025-10-14,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,32000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 14/10/2025 - Cierre 1518,00"
CLD 2025077455,2025077455,2025-10-13,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-92000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 13/10/2025 - Cierre 1486,00"
CLD 2025076343,2025076343,2025-10-09,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-16500000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 09/10/2025 - Cierre 1578,00"
CLD 2025075752,2025075752,2025-10-08,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-6000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 08/10/2025 - Cierre 1594,50"
CLD 2025075301,2025075301,2025-10-07,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,10500000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 07/10/2025 - Cierre 1600,50"
CLD 2025074769,2025074769,2025-10-06,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,27000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 06/10/2025 - Cierre 1590,00"
CLD 2025074250,2025074250,2025-10-03,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-13000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 03/10/2025 - Cierre 1563,00"
CLD 2025073738,2025073738,2025-10-02,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-25500000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 02/10/2025 - Cierre 1576,00"
CLD 2025073195,2025073195,2025-10-01,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-4500000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 01/10/2025 - Cierre 1601,50"
CLD 2025073159,2025073159,2025-09-30,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,48000000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 30/09/2025 - Cierre 1606,00"
CLD 2025071692,2025071692,2025-09-29,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,40500000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 29/09/2025 - Cierre 1558,00"
CLD 2025071207,2025071207,2025-09-26,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-14500000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 26/09/2025 - Cierre 1517,50"
CLD 2025070656,2025070656,2025-09-25,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,44500000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 25/09/2025 - Cierre 1532,00"
CLD 2025070586,2025070586,2025-09-24,SCHRODER,1029,[1029] SCHRODER PATRIMONIO DOS,otro,,,,,-14500000.0,ARS,,,DIS,"Diferencias diarias - [DLR122025] - 24/09/2025 - Cierre 1487,50"
