boleto,concertacion,id_cuenta,denominacion,mercado,moneda,operacion,tipo_operacion,instrumento,segmento,nivel_3,etapa,es_cierre,cantidad_ops,bruto,arancel,mep,estado_match,n_movimientos,tasa_pct,tasa_raw,cod_instrumento,nominal_info,nm_fecha,nm_ticker,nm_categoria,nm_op,nm_cantidad,nm_precio,nm_importe,nm_moneda,nm_plazo,nm_estado,nm_cuenta,nm_informacion,nm_cantidad_total_boleto,nm_importe_total_boleto
BOL 2026119740,2026-07-22,147,COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAV150670001] #UAV150670001 Nro. 156377 Vto. 17/06/2027,COOPERATIVAS,PJ GRANDE,,NO,50000,70094152.76,665977.12,1514.9385,OK,1,6.0,6,#UAV150670001,50000.0,2026-07-22,,otro,,50000,,-70925429.26,ARS,,DIS,[147] COOPERATIVA AGRICOLA GANADERA DE EL TREBOL LTDA,"Compra [#UAV150670001] 50.000,00@6% (ARS 24hs)",50000,-70925429.26
BOL 2026120038,2026-07-22,150,COOPERATIVA AGRICOLA GANADERA LIMITADA GUILLERMO LEHMANN,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*MAV171001357] *MAV171001357 Nro. 30093859 Vto. 21/10/2026,COOPERATIVAS,PJ GRANDE,,NO,500000000,469332647.55,1232876.71,1514.9385,OK,1,26.5,"26,5",*MAV171001357,500000000.0,2026-07-22,,otro,,-500000000,,467500131.23,ARS,,DIS,[150] COOPERATIVA AGRICOLA GANADERA LIMITADA GUILLERMO LEHMANN,"Subasta [*MAV171001357] 500.000.000,00@26,5% (ARS 24hs)",-500000000,467500131.23
BOL 2026120039,2026-07-22,1987,FCI Adcap Financiamiento Megra,MAV,ARS,Compras ECHEQ,ECHEQ - Compra,[*MAV171001357] *MAV171001357 Nro. 30093859 Vto. 21/10/2026,,,,NO,500000000,469332647.55,184931.51,1514.9385,OK,1,26.5,"26,5",*MAV171001357,500000000.0,2026-07-22,,otro,,0,,0,ARS,,DIS,[1987] FCI Adcap Financiamiento Megra,"Compra [*MAV171001357] 500.000.000,00@26,5% (ARS 24hs)",0,0
BOL 2026120040,2026-07-22,150,COOPERATIVA AGRICOLA GANADERA LIMITADA GUILLERMO LEHMANN,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*MAV171001358] *MAV171001358 Nro. 30093858 Vto. 21/10/2026,COOPERATIVAS,PJ GRANDE,,NO,500000000,469562085.11,1246575.34,1514.9385,OK,1,26.0,26,*MAV171001358,500000000.0,2026-07-22,,otro,,-500000000,,467712826.88,ARS,,DIS,[150] COOPERATIVA AGRICOLA GANADERA LIMITADA GUILLERMO LEHMANN,"Subasta [*MAV171001358] 500.000.000,00@26% (ARS Inm)",-500000000,467712826.88
BOL 2026120041,2026-07-22,853,FCI MAX DINAMICO II,MAV,ARS,Compras ECHEQ,ECHEQ - Compra,[*MAV171001358] *MAV171001358 Nro. 30093858 Vto. 21/10/2026,INSTITUCIONALES,PJ GRANDE,,NO,500000000,469562085.11,249315.07,1514.9385,OK,1,26.0,26,*MAV171001358,500000000.0,2026-07-22,,otro,,0,,0,ARS,,DIS,[853] FCI MAX DINAMICO II,"Compra [*MAV171001358] 500.000.000,00@26% (ARS Inm)",0,0
BOL 2026118416,2026-07-21,1178,IAM FCI DINAMICO ABIERTO PYMES,MAV,ARS,Compras ECHEQ,ECHEQ - Compra,[*TRD200100034] *TRD200100034 Nro. 3070 Vto. 22/01/2027,INSTITUCIONALES,PJ GRANDE,,NO,250000000,222019464.72,252054.79,1511.9634,OK,1,25.0,25,*TRD200100034,250000000.0,2026-07-21,,otro,,0,,0,ARS,,DIS,[1178] IAM FCI DINAMICO ABIERTO PYMES,"Compra [*TRD200100034] 250.000.000,00@25% (ARS 24hs)",0,0
BOL 2026118417,2026-07-21,177,AGRONEXO COOPERATIVA AGRICOLA GANADERA DE LARTIGAU Y TORNQUIST LIMITADA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*TRD200100034] *TRD200100034 Nro. 3070 Vto. 22/01/2027,COOPERATIVAS,PJ GRANDE,,NO,250000000,222019464.72,1260273.97,1511.9634,OK,1,25.0,25,*TRD200100034,250000000.0,2026-07-21,,otro,,-250000000,,220333347.09,ARS,,DIS,[177] AGRONEXO COOPERATIVA AGRICOLA GANADERA DE LARTIGAU Y TORNQUIST LIMITADA,"Subasta [*TRD200100034] 250.000.000,00@25% (ARS 24hs)",-250000000,220333347.09
BOL 2026118788,2026-07-21,243,GRANEROS Y ELEVADORES ARGENTINOS DE COLON SOCIEDAD COOPERATIVA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UCO310570001] #UCO310570001 Nro. 157613 Vto. 02/06/2027,COOPERATIVAS,PJ GRANDE,,NO,80000,113626050,1035616.44,1511.9634,OK,1,6.5,"6,5",#UCO310570001,80000.0,2026-07-21,,otro,,80000,,-114920392.15,ARS,,DIS,[243] GRANEROS Y ELEVADORES ARGENTINOS DE COLON SOCIEDAD COOPERATIVA LIMITADA,"Compra [#UCO310570001] 80.000,00@6,5% (ARS 24hs)",80000,-114920392.15
BOL 2026118789,2026-07-21,425,"LINGUA , LUCAS FRANCISCO",MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UCO310570001] #UCO310570001 Nro. 157613 Vto. 02/06/2027,PRODUCTORES,PH ALTO PATRIMONIO,,NO,80000,113626050,1035616.44,1511.9634,OK,1,6.5,"6,5",#UCO310570001,80000.0,2026-07-21,,otro,,-80000,,112290461.6,ARS,,DIS,"[425] LINGUA , LUCAS FRANCISCO","Subasta [#UCO310570001] 80.000,00@6,5% (ARS 24hs)",-80000,112290461.6
BOL 2026117767,2026-07-20,243,GRANEROS Y ELEVADORES ARGENTINOS DE COLON SOCIEDAD COOPERATIVA LIMITADA,MAV,ARS,Compras ECHEQ,ECHEQ - Compra,[*MAV170901207] *MAV170901207 Nro. 30093856 Vto. 21/09/2026,COOPERATIVAS,PJ GRANDE,,NO,500000000,479317137.23,863013.7,1510.2329,OK,1,25.0,25,*MAV170901207,500000000.0,2026-07-20,,otro,,500000000,,-480483178.3,ARS,,DIS,[243] GRANEROS Y ELEVADORES ARGENTINOS DE COLON SOCIEDAD COOPERATIVA LIMITADA,"Compra [*MAV170901207] 500.000.000,00@25% (ARS Inm)",500000000,-480483178.3
BOL 2026117768,2026-07-20,150,COOPERATIVA AGRICOLA GANADERA LIMITADA GUILLERMO LEHMANN,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*MAV170901207] *MAV170901207 Nro. 30093856 Vto. 21/09/2026,COOPERATIVAS,PJ GRANDE,,NO,500000000,479317137.23,863013.7,1510.2329,OK,1,25.0,25,*MAV170901207,500000000.0,2026-07-20,,otro,,-500000000,,473685900.5,ARS,,DIS,[150] COOPERATIVA AGRICOLA GANADERA LIMITADA GUILLERMO LEHMANN,"Subasta [*MAV170901207] 500.000.000,00@25% (ARS Inm)",-500000000,473685900.5
BOL 2026118255,2026-07-20,243,GRANEROS Y ELEVADORES ARGENTINOS DE COLON SOCIEDAD COOPERATIVA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UNO210570001] #UNO210570001 Nro. 157493 Vto. 26/05/2027,COOPERATIVAS,PJ GRANDE,,NO,50000,70146148.46,626517.52,1510.2329,OK,1,6.5,"6,5",#UNO210570001,50000.0,2026-07-20,,otro,,50000,,-70929697.71,ARS,,DIS,[243] GRANEROS Y ELEVADORES ARGENTINOS DE COLON SOCIEDAD COOPERATIVA LIMITADA,"Compra [#UNO210570001] 50.000,00@6,5% (ARS 24hs)",50000,-70929697.71
BOL 2026118256,2026-07-20,243,GRANEROS Y ELEVADORES ARGENTINOS DE COLON SOCIEDAD COOPERATIVA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UNO300570001] #UNO300570001 Nro. 157495 Vto. 02/06/2027,COOPERATIVAS,PJ GRANDE,,NO,50000,70063365.22,640710.48,1510.2329,OK,1,6.5,"6,5",#UNO300570001,50000.0,2026-07-20,,otro,,50000,,-70864057.9,ARS,,DIS,[243] GRANEROS Y ELEVADORES ARGENTINOS DE COLON SOCIEDAD COOPERATIVA LIMITADA,"Compra [#UNO300570001] 50.000,00@6,5% (ARS 24hs)",50000,-70864057.9
BOL 2026118257,2026-07-20,1597,FCI TORONTO TRUST BALANCEADO,MAV,ARS,Compras ECHEQ,ECHEQ - Compra,[*MAV170901206] *MAV170901206 Nro. 30093857 Vto. 21/09/2026,INSTITUCIONALES,PJ GRANDE,,NO,500000000,479632063.07,169863.01,1510.2329,OK,1,25.0,25,*MAV170901206,500000000.0,2026-07-20,,otro,,0,,0,ARS,,DIS,[1597] FCI TORONTO TRUST BALANCEADO,"Compra [*MAV170901206] 500.000.000,00@25% (ARS 24hs)",0,0
BOL 2026118258,2026-07-20,150,COOPERATIVA AGRICOLA GANADERA LIMITADA GUILLERMO LEHMANN,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*MAV170901206] *MAV170901206 Nro. 30093857 Vto. 21/09/2026,COOPERATIVAS,PJ GRANDE,,NO,500000000,479632063.07,849315.07,1510.2329,OK,1,25.0,25,*MAV170901206,500000000.0,2026-07-20,,otro,,-500000000,,474087245.1,ARS,,DIS,[150] COOPERATIVA AGRICOLA GANADERA LIMITADA GUILLERMO LEHMANN,"Subasta [*MAV170901206] 500.000.000,00@25% (ARS 24hs)",-500000000,474087245.1
BOL 2026117034,2026-07-17,150,COOPERATIVA AGRICOLA GANADERA LIMITADA GUILLERMO LEHMANN,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*MAV170800959] *MAV170800959 Nro. 30093854 Vto. 20/08/2026,COOPERATIVAS,PJ GRANDE,,NO,500000000,489604292.42,424657.53,1521.8933,OK,1,25.0,25,*MAV170800959,500000000.0,2026-07-17,,otro,,-500000000,,488968023.09,ARS,,DIS,[150] COOPERATIVA AGRICOLA GANADERA LIMITADA GUILLERMO LEHMANN,"Subasta [*MAV170800959] 500.000.000,00@25% (ARS 24hs)",-500000000,488968023.09
BOL 2026117035,2026-07-17,243,GRANEROS Y ELEVADORES ARGENTINOS DE COLON SOCIEDAD COOPERATIVA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UNO050670001] #UNO050670001 Nro. 157267 Vto. 09/06/2027,COOPERATIVAS,PJ GRANDE,,NO,50000,69715957.43,654555.27,1521.8933,OK,1,6.5,"6,5",#UNO050670001,50000.0,2026-07-17,,otro,,50000,,-70533276.21,ARS,,DIS,[243] GRANEROS Y ELEVADORES ARGENTINOS DE COLON SOCIEDAD COOPERATIVA LIMITADA,"Compra [#UNO050670001] 50.000,00@6,5% (ARS 24hs)",50000,-70533276.21
BOL 2026117036,2026-07-17,201,COOPERATIVA AGRICOLA GANADERA LIMITADA DE ELENA,MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UBI230570001] #UBI230570001 Nro. 157084 Vto. 27/05/2027,COOPERATIVAS,PJ GRANDE,,NO,100000,140474960.41,1256584.51,1521.8933,OK,1,5.85,"5,85",#UBI230570001,100000.0,2026-07-17,,otro,,-100000,,138852508.32,ARS,,DIS,[201] COOPERATIVA AGRICOLA GANADERA LIMITADA DE ELENA,"Subasta [#UBI230570001] 100.000,00@5,85% (ARS 24hs)",-100000,138852508.32
BOL 2026117037,2026-07-17,306,FCI MAX AHORRO PESOS,MAV,ARS,Compras ECHEQ,ECHEQ - Compra,[*MAV170800959] *MAV170800959 Nro. 30093854 Vto. 20/08/2026,INSTITUCIONALES,PJ GRANDE,,NO,500000000,489604292.42,84931.51,1521.8933,OK,1,25.0,25,*MAV170800959,500000000.0,2026-07-17,,otro,,500000000,,-489768276.4,ARS,,DIS,[306] FCI MAX AHORRO PESOS,"Compra [*MAV170800959] 500.000.000,00@25% (ARS 24hs)",500000000,-489768276.4
BOL 2026117172,2026-07-17,150,COOPERATIVA AGRICOLA GANADERA LIMITADA GUILLERMO LEHMANN,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*MAV170800958] *MAV170800958 Nro. 30093855 Vto. 20/08/2026,COOPERATIVAS,PJ GRANDE,,NO,500000000,489604292.42,424657.53,1521.8933,OK,1,25.0,25,*MAV170800958,500000000.0,2026-07-17,,otro,,-500000000,,488968023.09,ARS,,DIS,[150] COOPERATIVA AGRICOLA GANADERA LIMITADA GUILLERMO LEHMANN,"Subasta [*MAV170800958] 500.000.000,00@25% (ARS 24hs)",-500000000,488968023.09
BOL 2026117173,2026-07-17,219,TORONTO TRUST RENTA FIJA,MAV,ARS,Compras ECHEQ,ECHEQ - Compra,[*MAV170800958] *MAV170800958 Nro. 30093855 Vto. 20/08/2026,INSTITUCIONALES,PJ GRANDE,,NO,500000000,489604292.42,84931.51,1521.8933,OK,1,25.0,25,*MAV170800958,500000000.0,2026-07-17,,otro,,0,,0,ARS,,DIS,[219] TORONTO TRUST RENTA FIJA,"Compra [*MAV170800958] 500.000.000,00@25% (ARS 24hs)",0,0
BOL 2026115974,2026-07-16,177,AGRONEXO COOPERATIVA AGRICOLA GANADERA DE LARTIGAU Y TORNQUIST LIMITADA,MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*CVA310100017] *CVA310100017 Nro. 3049 Vto. 03/02/2027,COOPERATIVAS,PJ GRANDE,,NO,280000000,244931217.95,1541917.81,1516.6549,OK,1,26.0,26,*CVA310100017,280000000.0,2026-07-16,,otro,,-280000000,,242887677.34,ARS,,DIS,[177] AGRONEXO COOPERATIVA AGRICOLA GANADERA DE LARTIGAU Y TORNQUIST LIMITADA,"Subasta [*CVA310100017] 280.000.000,00@26% (ARS 24hs)",-280000000,242887677.34
BOL 2026113748,2026-07-14,1178,IAM FCI DINAMICO ABIERTO PYMES,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UCO310170001] #UCO310170001 Nro. 156624 Vto. 03/02/2027,INSTITUCIONALES,PJ GRANDE,,NO,100000,144860373.7,167405.48,1502.6738,OK,1,7.0,7,#UCO310170001,100000.0,2026-07-14,,otro,,100000,,-145115518.64,ARS,,DIS,[1178] IAM FCI DINAMICO ABIERTO PYMES,"Compra [#UCO310170001] 100.000,00@7% (ARS 24hs)",100000,-145115518.64
BOL 2026113749,2026-07-14,1815,"VASSOLO, PABLO ANDRES",MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UCO310170001] #UCO310170001 Nro. 156624 Vto. 03/02/2027,PRODUCTORES,PH ALTO PATRIMONIO,,NO,100000,144860373.7,837027.4,1502.6738,OK,1,7.0,7,#UCO310170001,100000.0,2026-07-14,,otro,,-100000,,143742401.92,ARS,,DIS,"[1815] VASSOLO, PABLO ANDRES","Subasta [#UCO310170001] 100.000,00@7% (ARS 24hs)",-100000,143742401.92
BOL 2026112131,2026-07-13,101,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UMV281260054] #UMV281260054 Nro. 156549 Vto. 30/12/2026,INSTITUCIONALES,PJ GRANDE,,NO,500000,718673236.18,2430375.15,1522.3588,OK,1,8.0,8,#UMV281260054,500000.0,2026-07-13,,otro,,500000,,-721874868.49,ARS,,DIS,[101] ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,"Compra [#UMV281260054] 500.000,00@8% (ARS Inm)",500000,-721874868.49
BOL 2026112132,2026-07-13,1954,CREDITO DIRECTO S.A,MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UMV281260054] #UMV281260054 Nro. 156549 Vto. 30/12/2026,CORPORATIVOS,PJ GRANDE,,NO,500000,718673236.18,1735982.25,1522.3588,OK,1,8.0,8,#UMV281260054,500000.0,2026-07-13,,otro,,-500000,,716050940.89,ARS,,DIS,[1954] CREDITO DIRECTO S.A,"Subasta [#UMV281260054] 500.000,00@8% (ARS Inm)",-500000,716050940.89
BOL 2026111401,2026-07-08,931,"OLOCCO, MARCOS ANTONIO",MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*CVA280800011] *CVA280800011 Nro. 68200376 Vto. 01/09/2026,PRODUCTORES,PH ALTO PATRIMONIO,,NO,5000000,4818481.85,7534.25,1523.765,OK,1,25.0,25,*CVA280800011,5000000.0,2026-07-08,,otro,,-5000000,,4769108.8,ARS,,DIS,"[931] OLOCCO, MARCOS ANTONIO","Subasta [*CVA280800011] 5.000.000,00@25% (ARS Inm)",-5000000,4769108.8
BOL 2026111402,2026-07-08,800,"ABRAHAN, MARCOS EMANUEL",MAV,ARS,Compras ECHEQ,ECHEQ - Compra,[*CVA280800011] *CVA280800011 Nro. 68200376 Vto. 01/09/2026,EMPLEADOS,PH MEDIO RETAIL,,NO,5000000,4818481.85,11301.37,1523.765,OK,1,25.0,25,*CVA280800011,5000000.0,2026-07-08,,otro,,5000000,,-4833225.41,ARS,,DIS,"[800] ABRAHAN, MARCOS EMANUEL","Compra [*CVA280800011] 5.000.000,00@25% (ARS Inm)",5000000,-4833225.41
BOL 2026111421,2026-07-08,425,"LINGUA , LUCAS FRANCISCO",MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*MAV080801384] *MAV080801384 Nro. 2442 Vto. 12/08/2026,PRODUCTORES,PH ALTO PATRIMONIO,,NO,100000000,97022860.18,95890.41,1523.765,OK,1,32.0,32,*MAV080801384,100000000.0,2026-07-08,,otro,,-100000000,,96254240.63,ARS,,DIS,"[425] LINGUA , LUCAS FRANCISCO","Subasta [*MAV080801384] 100.000.000,00@32% (ARS Inm)",-100000000,96254240.63
BOL 2026111422,2026-07-08,1229,ROMERO ALEJANDRO,MAV,ARS,Compras ECHEQ,ECHEQ - Compra,[*MAV080801384] *MAV080801384 Nro. 2442 Vto. 12/08/2026,EMPLEADOS,PH MEDIO RETAIL,,NO,100000000,97022860.18,0,1523.765,OK,1,32.0,32,*MAV080801384,100000000.0,2026-07-08,,otro,,100000000,,-97036556.57,ARS,,DIS,[1229] ROMERO ALEJANDRO,"Compra [*MAV080801384] 100.000.000,00@32% (ARS Inm)",100000000,-97036556.57
BOL 2026111423,2026-07-08,1229,ROMERO ALEJANDRO,MAV,ARS,Compras ECHEQ,ECHEQ - Compra,[*MAV180801650] *MAV180801650 Nro. 2444 Vto. 20/08/2026,EMPLEADOS,PH MEDIO RETAIL,,NO,100000000,96367092.62,0,1523.765,OK,1,32.0,32,*MAV180801650,100000000.0,2026-07-08,,otro,,100000000,,-96383805.89,ARS,,DIS,[1229] ROMERO ALEJANDRO,"Compra [*MAV180801650] 100.000.000,00@32% (ARS Inm)",100000000,-96383805.89
BOL 2026111424,2026-07-08,425,"LINGUA , LUCAS FRANCISCO",MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*MAV130801260] *MAV130801260 Nro. 2443 Vto. 18/08/2026,PRODUCTORES,PH ALTO PATRIMONIO,,NO,100000000,96530202.05,112328.77,1523.765,OK,1,32.0,32,*MAV130801260,100000000.0,2026-07-08,,otro,,-100000000,,95633700.92,ARS,,DIS,"[425] LINGUA , LUCAS FRANCISCO","Subasta [*MAV130801260] 100.000.000,00@32% (ARS Inm)",-100000000,95633700.92
BOL 2026111425,2026-07-08,1229,ROMERO ALEJANDRO,MAV,ARS,Compras ECHEQ,ECHEQ - Compra,[*MAV130801260] *MAV130801260 Nro. 2443 Vto. 18/08/2026,EMPLEADOS,PH MEDIO RETAIL,,NO,100000000,96530202.05,0,1523.765,OK,1,32.0,32,*MAV130801260,100000000.0,2026-07-08,,otro,,100000000,,-96546164.93,ARS,,DIS,[1229] ROMERO ALEJANDRO,"Compra [*MAV130801260] 100.000.000,00@32% (ARS Inm)",100000000,-96546164.93
BOL 2026111426,2026-07-08,425,"LINGUA , LUCAS FRANCISCO",MAV,ARS,Subastas ECHEQ,ECHEQ - Subasta,[*MAV180801650] *MAV180801650 Nro. 2444 Vto. 20/08/2026,PRODUCTORES,PH ALTO PATRIMONIO,,NO,100000000,96367092.62,117808.22,1523.765,OK,1,32.0,32,*MAV180801650,100000000.0,2026-07-08,,otro,,-100000000,,95428207.59,ARS,,DIS,"[425] LINGUA , LUCAS FRANCISCO","Subasta [*MAV180801650] 100.000.000,00@32% (ARS Inm)",-100000000,95428207.59
BOL 2026110400,2026-07-07,187,COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UNO200670001] #UNO200670001 Nro. 156256 Vto. 24/06/2027,COOPERATIVAS,PJ GRANDE,,NO,100000,139539604.67,1436540.84,1530.9927,OK,1,7.0,7,#UNO200670001,100000.0,2026-07-07,,otro,,100000,,-141328471.96,ARS,,DIS,[187] COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,"Compra [#UNO200670001] 100.000,00@7% (ARS Inm)",100000,-141328471.96
BOL 2026110647,2026-07-07,187,COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAC280670001] #UAC280670001 Nro. 156168 Vto. 30/06/2027,COOPERATIVAS,PJ GRANDE,,NO,35500,50400749.8,524300.96,1530.9927,OK,1,6.5,"6,5",#UAC280670001,35500.0,2026-07-07,,otro,,35500,,-51053449.43,ARS,,DIS,[187] COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,"Compra [#UAC280670001] 35.500,00@6,5% (ARS 24hs)",35500,-51053449.43
BOL 2026110648,2026-07-07,187,COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UPO070470002] #UPO070470002 Nro. 156267 Vto. 09/04/2027,COOPERATIVAS,PJ GRANDE,,NO,100000,141496977.06,1122297.53,1530.9927,OK,1,7.0,7,#UPO070470002,100000.0,2026-07-07,,otro,,100000,,-142906320.47,ARS,,DIS,[187] COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,"Compra [#UPO070470002] 100.000,00@7% (ARS 24hs)",100000,-142906320.47
BOL 2026110649,2026-07-07,187,COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UPO080670001] #UPO080670001 Nro. 156269 Vto. 10/06/2027,COOPERATIVAS,PJ GRANDE,,NO,100000,139916650.93,1375324.61,1530.9927,OK,1,7.0,7,#UPO080670001,100000.0,2026-07-07,,otro,,100000,,-141631583.46,ARS,,DIS,[187] COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,"Compra [#UPO080670001] 100.000,00@7% (ARS 24hs)",100000,-141631583.46
BOL 2026110650,2026-07-07,187,COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UAC300670002] #UAC300670002 Nro. 156174 Vto. 02/07/2027,COOPERATIVAS,PJ GRANDE,,NO,35500,50383883.1,527238.22,1530.9927,OK,1,6.5,"6,5",#UAC300670002,35500.0,2026-07-07,,otro,,35500,,-51040130.69,ARS,,DIS,[187] COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,"Compra [#UAC300670002] 35.500,00@6,5% (ARS 24hs)",35500,-51040130.69
BOL 2026110703,2026-07-07,105,LA SEGUNDA ASEGURADORA DE RIESGO Y TRABAJO S.A.,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UMV070770006] #UMV070770006 Nro. 156288 Vto. 12/07/2027,INSTITUCIONALES,PJ GRANDE,,NO,634500,917253407.77,9580951.96,1530.9927,OK,1,3.0,3,#UMV070770006,634500.0,2026-07-07,,otro,,634500,,-929179322.62,ARS,,DIS,[105] LA SEGUNDA ASEGURADORA DE RIESGO Y TRABAJO S.A.,"Compra [#UMV070770006] 634.500,00@3% (ARS Inm)",634500,-929179322.62
BOL 2026110704,2026-07-07,795,DETX MOL SA,MAV,ARS,Subasta Pagares,Pagarés - Subasta,[#UMV070770006] #UMV070770006 Nro. 156288 Vto. 12/07/2027,CORPORATIVOS,PJ PEQUEÑA,,NO,634500,917253407.77,9580951.96,1530.9927,OK,1,3.0,3,#UMV070770006,634500.0,2026-07-07,,otro,,-634500,,904994529.93,ARS,,DIS,[795] DETX MOL SA,"Subasta [#UMV070770006] 634.500,00@3% (ARS Inm)",-634500,904994529.93
BOL 2026109470,2026-07-06,187,COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UPO290670001] #UPO290670001 Nro. 156044 Vto. 01/07/2027,COOPERATIVAS,PJ GRANDE,,NO,75000,104935265.84,1098086.92,1526.8065,OK,1,6.5,"6,5",#UPO290670001,75000.0,2026-07-06,,otro,,75000,,-106302042.51,ARS,,DIS,[187] COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,"Compra [#UPO290670001] 75.000,00@6,5% (ARS 24hs)",75000,-106302042.51
BOL 2026109471,2026-07-06,187,COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UPO220670001] #UPO220670001 Nro. 156043 Vto. 24/06/2027,COOPERATIVAS,PJ GRANDE,,NO,75000,105058357,1076675.76,1526.8065,OK,1,6.5,"6,5",#UPO220670001,75000.0,2026-07-06,,otro,,75000,,-106399270.86,ARS,,DIS,[187] COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,"Compra [#UPO220670001] 75.000,00@6,5% (ARS 24hs)",75000,-106399270.86
BOL 2026109634,2026-07-06,187,COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UPO100670001] #UPO100670001 Nro. 156148 Vto. 14/06/2027,COOPERATIVAS,PJ GRANDE,,NO,50000,69848018.35,697392.25,1526.8065,OK,1,7.0,7,#UPO100670001,50000.0,2026-07-06,,otro,,50000,,-70717217.81,ARS,,DIS,[187] COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,"Compra [#UPO100670001] 50.000,00@7% (ARS 24hs)",50000,-70717217.81
BOL 2026109841,2026-07-06,187,COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UBI310370001] #UBI310370001 Nro. 156207 Vto. 05/04/2027,COOPERATIVAS,PJ GRANDE,,NO,50000,71116993.08,554651.15,1526.8065,OK,1,6.25,"6,25",#UBI310370001,50000.0,2026-07-06,,otro,,50000,,-71813936.44,ARS,,DIS,[187] COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,"Compra [#UBI310370001] 50.000,00@6,25% (ARS 24hs)",50000,-71813936.44
BOL 2026109842,2026-07-06,187,COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UBI300670001] #UBI300670001 Nro. 156206 Vto. 02/07/2027,COOPERATIVAS,PJ GRANDE,,NO,50000,70107583.05,734097.11,1526.8065,OK,1,6.25,"6,25",#UBI300670001,50000.0,2026-07-06,,otro,,50000,,-71021289.6,ARS,,DIS,[187] COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,"Compra [#UBI300670001] 50.000,00@6,25% (ARS 24hs)",50000,-71021289.6
BOL 2026108840,2026-07-03,187,COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,MAV,ARS,Compras Pagares,Pagarés - Compra,[#UDO221260007] #UDO221260007 Nro. 155535 Vto. 28/12/2026,COOPERATIVAS,PJ GRANDE,,NO,65000,95405454.2,470582.19,1527.4537,OK,1,6.0,6,#UDO221260007,65000.0,2026-07-03,,otro,,65000,,-96009490.83,ARS,,DIS,[187] COOPERATIVA AGRICOLA LA VENCEDORA LIMITADA,"Compra [#UDO221260007] 65.000,00@6% (ARS 24hs)",65000,-96009490.83
